Date,GT_SearchIndex
"Mar 27, 2015",0
"Mar 28, 2015",66
"Mar 29, 2015",65
"Mar 30, 2015",0
"Mar 31, 2015",0
"Apr 1, 2015",50
"Apr 2, 2015",0
"Apr 3, 2015",0
"Apr 4, 2015",0
"Apr 5, 2015",0
"Apr 6, 2015",51
"Apr 7, 2015",48
"Apr 8, 2015",0
"Apr 9, 2015",49
"Apr 10, 2015",0
"Apr 11, 2015",0
"Apr 12, 2015",0
"Apr 13, 2015",97
"Apr 14, 2015",0
"Apr 15, 2015",0
"Apr 16, 2015",47
"Apr 17, 2015",0
"Apr 18, 2015",0
"Apr 19, 2015",0
"Apr 20, 2015",49
"Apr 21, 2015",0
"Apr 22, 2015",47
"Apr 23, 2015",49
"Apr 24, 2015",0
"Apr 25, 2015",0
"Apr 26, 2015",0
"Apr 27, 2015",97
"Apr 28, 2015",0
"Apr 29, 2015",0
"Apr 30, 2015",50
"May 1, 2015",52
"May 2, 2015",64
"May 3, 2015",64
"May 4, 2015",0
"May 5, 2015",0
"May 6, 2015",0
"May 7, 2015",50
"May 8, 2015",0
"May 9, 2015",66
"May 10, 2015",66
"May 11, 2015",0
"May 12, 2015",0
"May 13, 2015",98
"May 14, 2015",0
"May 15, 2015",0
"May 16, 2015",67
"May 17, 2015",0
"May 18, 2015",100
"May 19, 2015",51
"May 20, 2015",0
"May 21, 2015",0
"May 22, 2015",0
"May 23, 2015",0
"May 24, 2015",0
"May 25, 2015",64
"May 26, 2015",0
"May 27, 2015",51
"May 28, 2015",0
"May 29, 2015",0
"May 30, 2015",67
"May 31, 2015",0
"Jun 1, 2015",0
"Jun 2, 2015",52
