Date,GT_SearchIndex
"Oct 16, 2015",0
"Oct 17, 2015",0
"Oct 18, 2015",0
"Oct 19, 2015",0
"Oct 20, 2015",0
"Oct 21, 2015",73
"Oct 22, 2015",0
"Oct 23, 2015",0
"Oct 24, 2015",0
"Oct 25, 2015",95
"Oct 26, 2015",73
"Oct 27, 2015",0
"Oct 28, 2015",71
"Oct 29, 2015",0
"Oct 30, 2015",0
"Oct 31, 2015",97
"Nov 1, 2015",0
"Nov 2, 2015",0
"Nov 3, 2015",0
"Nov 4, 2015",0
"Nov 5, 2015",73
"Nov 6, 2015",75
"Nov 7, 2015",0
"Nov 8, 2015",0
"Nov 9, 2015",0
"Nov 10, 2015",72
"Nov 11, 2015",0
"Nov 12, 2015",0
"Nov 13, 2015",76
"Nov 14, 2015",0
"Nov 15, 2015",0
"Nov 16, 2015",72
"Nov 17, 2015",0
"Nov 18, 2015",0
"Nov 19, 2015",0
"Nov 20, 2015",0
"Nov 21, 2015",0
"Nov 22, 2015",0
"Nov 23, 2015",74
"Nov 24, 2015",0
"Nov 25, 2015",0
"Nov 26, 2015",0
"Nov 27, 2015",0
"Nov 28, 2015",0
"Nov 29, 2015",0
"Nov 30, 2015",0
"Dec 1, 2015",0
"Dec 2, 2015",70
"Dec 3, 2015",71
"Dec 4, 2015",0
"Dec 5, 2015",0
"Dec 6, 2015",0
"Dec 7, 2015",0
"Dec 8, 2015",0
"Dec 9, 2015",0
"Dec 10, 2015",0
"Dec 11, 2015",0
"Dec 12, 2015",0
"Dec 13, 2015",0
"Dec 14, 2015",71
"Dec 15, 2015",72
"Dec 16, 2015",74
"Dec 17, 2015",0
"Dec 18, 2015",0
"Dec 19, 2015",98
"Dec 20, 2015",100
"Dec 21, 2015",0
"Dec 22, 2015",0
"Dec 23, 2015",0
"Dec 24, 2015",0
"Dec 25, 2015",0
"Dec 26, 2015",0
"Dec 27, 2015",0
"Dec 28, 2015",81
"Dec 29, 2015",0
"Dec 30, 2015",0
"Dec 31, 2015",86
"Jan 1, 2016",0
"Jan 2, 2016",0
"Jan 3, 2016",0
"Jan 4, 2016",0
"Jan 5, 2016",0
"Jan 6, 2016",0
"Jan 7, 2016",0
"Jan 8, 2016",0
"Jan 9, 2016",74
"Jan 10, 2016",68
"Jan 11, 2016",61
"Jan 12, 2016",0
"Jan 13, 2016",0
"Jan 14, 2016",0
