Date,GT_SearchIndex
"May 22, 2015",0
"May 23, 2015",0
"May 24, 2015",0
"May 25, 2015",31
"May 26, 2015",0
"May 27, 2015",0
"May 28, 2015",25
"May 29, 2015",0
"May 30, 2015",0
"May 31, 2015",32
"Jun 1, 2015",24
"Jun 2, 2015",25
"Jun 3, 2015",0
"Jun 4, 2015",0
"Jun 5, 2015",26
"Jun 6, 2015",32
"Jun 7, 2015",33
"Jun 8, 2015",0
"Jun 9, 2015",25
"Jun 10, 2015",26
"Jun 11, 2015",26
"Jun 12, 2015",0
"Jun 13, 2015",100
"Jun 14, 2015",83
"Jun 15, 2015",25
"Jun 16, 2015",25
"Jun 17, 2015",25
"Jun 18, 2015",51
"Jun 19, 2015",27
"Jun 20, 2015",32
"Jun 21, 2015",66
"Jun 22, 2015",0
"Jun 23, 2015",0
"Jun 24, 2015",25
"Jun 25, 2015",26
"Jun 26, 2015",26
"Jun 27, 2015",0
"Jun 28, 2015",33
"Jun 29, 2015",26
"Jun 30, 2015",0
"Jul 1, 2015",76
"Jul 2, 2015",26
"Jul 3, 2015",30
"Jul 4, 2015",0
"Jul 5, 2015",0
"Jul 6, 2015",0
"Jul 7, 2015",25
"Jul 8, 2015",0
"Jul 9, 2015",25
"Jul 10, 2015",0
"Jul 11, 2015",0
"Jul 12, 2015",0
"Jul 13, 2015",0
"Jul 14, 2015",0
"Jul 15, 2015",0
"Jul 16, 2015",0
"Jul 17, 2015",53
"Jul 18, 2015",33
"Jul 19, 2015",0
"Jul 20, 2015",0
"Jul 21, 2015",25
"Jul 22, 2015",0
"Jul 23, 2015",0
"Jul 24, 2015",26
"Jul 25, 2015",0
"Jul 26, 2015",0
"Jul 27, 2015",0
"Jul 28, 2015",0
"Jul 29, 2015",0
"Jul 30, 2015",0
"Jul 31, 2015",0
"Aug 1, 2015",32
"Aug 2, 2015",0
"Aug 3, 2015",0
"Aug 4, 2015",25
"Aug 5, 2015",25
"Aug 6, 2015",0
"Aug 7, 2015",0
"Aug 8, 2015",32
"Aug 9, 2015",0
"Aug 10, 2015",0
"Aug 11, 2015",0
"Aug 12, 2015",0
"Aug 13, 2015",0
"Aug 14, 2015",0
"Aug 15, 2015",31
"Aug 16, 2015",0
"Aug 17, 2015",0
"Aug 18, 2015",24
"Aug 19, 2015",25
"Aug 20, 2015",25
"Aug 21, 2015",0
"Aug 22, 2015",0
"Aug 23, 2015",31
"Aug 24, 2015",0
"Aug 25, 2015",24
"Aug 26, 2015",0
"Aug 27, 2015",0
"Aug 28, 2015",0
"Aug 29, 2015",31
"Aug 30, 2015",0
"Aug 31, 2015",0
"Sep 1, 2015",0
"Sep 2, 2015",23
"Sep 3, 2015",0
"Sep 4, 2015",0
"Sep 5, 2015",0
"Sep 6, 2015",0
"Sep 7, 2015",0
"Sep 8, 2015",24
"Sep 9, 2015",0
"Sep 10, 2015",0
"Sep 11, 2015",24
"Sep 12, 2015",0
"Sep 13, 2015",30
"Sep 14, 2015",0
"Sep 15, 2015",23
