Date,GT_SearchIndex
"Feb 16 – 22, 2014",21
"Feb 23 – Mar 1, 2014",25
"Mar 2 – 8, 2014",13
"Mar 9 – 15, 2014",9
"Mar 16 – 22, 2014",17
"Mar 23 – 29, 2014",9
"Mar 30 – Apr 5, 2014",26
"Apr 6 – 12, 2014",18
"Apr 13 – 19, 2014",9
"Apr 20 – 26, 2014",18
"Apr 27 – May 3, 2014",30
"May 4 – 10, 2014",18
"May 11 – 17, 2014",9
"May 18 – 24, 2014",10
"May 25 – 31, 2014",11
"Jun 1 – 7, 2014",10
"Jun 8 – 14, 2014",10
"Jun 15 – 21, 2014",21
"Jun 22 – 28, 2014",21
"Jun 29 – Jul 5, 2014",33
"Jul 6 – 12, 2014",0
"Jul 13 – 19, 2014",15
"Jul 20 – 26, 2014",10
"Jul 27 – Aug 2, 2014",26
"Aug 3 – 9, 2014",11
"Aug 10 – 16, 2014",15
"Aug 17 – 23, 2014",15
"Aug 24 – 30, 2014",0
"Aug 31 – Sep 6, 2014",10
"Sep 7 – 13, 2014",14
"Sep 14 – 20, 2014",10
"Sep 21 – 27, 2014",14
"Sep 28 – Oct 4, 2014",14
"Oct 5 – 11, 2014",19
"Oct 12 – 18, 2014",0
"Oct 19 – 25, 2014",14
"Oct 26 – Nov 1, 2014",10
"Nov 2 – 8, 2014",0
"Nov 9 – 15, 2014",19
"Nov 16 – 22, 2014",14
"Nov 23 – 29, 2014",0
"Nov 30 – Dec 6, 2014",9
"Dec 7 – 13, 2014",37
"Dec 14 – 20, 2014",10
"Dec 21 – 27, 2014",23
"Dec 28, 2014 – Jan 3, 2015",42
"Jan 4 – 10, 2015",19
"Jan 11 – 17, 2015",28
"Jan 18 – 24, 2015",75
"Jan 25 – 31, 2015",9
"Feb 1 – 7, 2015",14
"Feb 8 – 14, 2015",9
"Feb 15 – 21, 2015",14
"Feb 22 – 28, 2015",18
"Mar 1 – 7, 2015",27
"Mar 8 – 14, 2015",14
"Mar 15 – 21, 2015",9
"Mar 22 – 28, 2015",15
"Mar 29 – Apr 4, 2015",24
"Apr 5 – 11, 2015",0
"Apr 12 – 18, 2015",0
"Apr 19 – 25, 2015",28
"Apr 26 – May 2, 2015",24
"May 3 – 9, 2015",15
"May 10 – 16, 2015",10
"May 17 – 23, 2015",30
"May 24 – 30, 2015",21
"May 31 – Jun 6, 2015",40
"Jun 7 – 13, 2015",10
"Jun 14 – 20, 2015",30
"Jun 21 – 27, 2015",15
"Jun 28 – Jul 4, 2015",11
"Jul 5 – 11, 2015",10
"Jul 12 – 18, 2015",15
"Jul 19 – 25, 2015",10
"Jul 26 – Aug 1, 2015",20
"Aug 2 – 8, 2015",10
"Aug 9 – 15, 2015",10
"Aug 16 – 22, 2015",20
"Aug 23 – 29, 2015",30
"Aug 30 – Sep 5, 2015",19
"Sep 6 – 12, 2015",15
"Sep 13 – 19, 2015",14
"Sep 20 – 26, 2015",28
"Sep 27 – Oct 3, 2015",0
"Oct 4 – 10, 2015",0
"Oct 11 – 17, 2015",9
"Oct 18 – 24, 2015",9
"Oct 25 – 31, 2015",18
"Nov 1 – 7, 2015",0
"Nov 8 – 14, 2015",0
"Nov 15 – 21, 2015",9
"Nov 22 – 28, 2015",10
"Nov 29 – Dec 5, 2015",9
"Dec 6 – 12, 2015",9
"Dec 13 – 19, 2015",23
"Dec 20 – 26, 2015",32
"Dec 27, 2015 – Jan 2, 2016",24
"Jan 3 – 9, 2016",15
"Jan 10 – 16, 2016",19
"Jan 17 – 23, 2016",8
"Jan 24 – 30, 2016",11
"Jan 31 – Feb 6, 2016",11
"Feb 7 – 13, 2016",7
"Feb 14 – 20, 2016",15
"Feb 21 – 27, 2016",7
"Feb 28 – Mar 5, 2016",15
"Mar 6 – 12, 2016",15
"Mar 13 – 19, 2016",15
"Mar 20 – 26, 2016",8
"Mar 27 – Apr 2, 2016",8
"Apr 3 – 9, 2016",11
"Apr 10 – 16, 2016",7
"Apr 17 – 23, 2016",7
"Apr 24 – 30, 2016",11
"May 1 – 7, 2016",11
"May 8 – 14, 2016",15
