Date,GT_SearchIndex
"Jul 16, 2010",0
"Jul 17, 2010",0
"Jul 18, 2010",0
"Jul 19, 2010",48
"Jul 20, 2010",0
"Jul 21, 2010",0
"Jul 22, 2010",0
"Jul 23, 2010",0
"Jul 24, 2010",0
"Jul 25, 2010",68
"Jul 26, 2010",0
"Jul 27, 2010",47
"Jul 28, 2010",47
"Jul 29, 2010",48
"Jul 30, 2010",100
"Jul 31, 2010",67
"Aug 1, 2010",0
"Aug 2, 2010",0
"Aug 3, 2010",0
"Aug 4, 2010",0
"Aug 5, 2010",0
"Aug 6, 2010",0
"Aug 7, 2010",0
"Aug 8, 2010",0
"Aug 9, 2010",0
"Aug 10, 2010",0
"Aug 11, 2010",0
"Aug 12, 2010",0
"Aug 13, 2010",0
"Aug 14, 2010",0
"Aug 15, 2010",0
"Aug 16, 2010",0
"Aug 17, 2010",0
"Aug 18, 2010",47
"Aug 19, 2010",0
"Aug 20, 2010",0
"Aug 21, 2010",64
"Aug 22, 2010",0
"Aug 23, 2010",0
"Aug 24, 2010",0
"Aug 25, 2010",0
"Aug 26, 2010",47
"Aug 27, 2010",0
"Aug 28, 2010",0
"Aug 29, 2010",0
"Aug 30, 2010",0
"Aug 31, 2010",0
"Sep 1, 2010",0
"Sep 2, 2010",0
"Sep 3, 2010",0
"Sep 4, 2010",0
"Sep 5, 2010",67
"Sep 6, 2010",0
"Sep 7, 2010",0
"Sep 8, 2010",44
"Sep 9, 2010",44
"Sep 10, 2010",0
"Sep 11, 2010",0
"Sep 12, 2010",0
"Sep 13, 2010",0
"Sep 14, 2010",0
"Sep 15, 2010",44
"Sep 16, 2010",0
"Sep 17, 2010",0
"Sep 18, 2010",0
"Sep 19, 2010",0
"Sep 20, 2010",0
"Sep 21, 2010",0
"Sep 22, 2010",44
"Sep 23, 2010",0
"Sep 24, 2010",0
"Sep 25, 2010",0
"Sep 26, 2010",0
"Sep 27, 2010",43
"Sep 28, 2010",0
"Sep 29, 2010",0
"Sep 30, 2010",0
"Oct 1, 2010",0
"Oct 2, 2010",0
"Oct 3, 2010",0
"Oct 4, 2010",0
"Oct 5, 2010",0
"Oct 6, 2010",45
"Oct 7, 2010",0
"Oct 8, 2010",0
"Oct 9, 2010",0
"Oct 10, 2010",0
"Oct 11, 2010",45
"Oct 12, 2010",0
"Oct 13, 2010",0
"Oct 14, 2010",0
