Date,GT_SearchIndex
"Oct 29, 2010",0
"Oct 30, 2010",69
"Oct 31, 2010",0
"Nov 1, 2010",0
"Nov 2, 2010",0
"Nov 3, 2010",45
"Nov 4, 2010",46
"Nov 5, 2010",100
"Nov 6, 2010",67
"Nov 7, 2010",65
"Nov 8, 2010",48
"Nov 9, 2010",47
"Nov 10, 2010",95
"Nov 11, 2010",0
"Nov 12, 2010",50
"Nov 13, 2010",67
"Nov 14, 2010",66
"Nov 15, 2010",0
"Nov 16, 2010",0
"Nov 17, 2010",47
"Nov 18, 2010",94
"Nov 19, 2010",50
"Nov 20, 2010",65
"Nov 21, 2010",0
"Nov 22, 2010",0
"Nov 23, 2010",0
"Nov 24, 2010",52
"Nov 25, 2010",67
"Nov 26, 2010",0
"Nov 27, 2010",67
"Nov 28, 2010",0
"Nov 29, 2010",0
"Nov 30, 2010",45
"Dec 1, 2010",46
"Dec 2, 2010",47
"Dec 3, 2010",0
"Dec 4, 2010",0
"Dec 5, 2010",0
"Dec 6, 2010",0
"Dec 7, 2010",0
"Dec 8, 2010",0
"Dec 9, 2010",47
"Dec 10, 2010",0
"Dec 11, 2010",0
"Dec 12, 2010",0
"Dec 13, 2010",0
"Dec 14, 2010",0
"Dec 15, 2010",0
"Dec 16, 2010",0
"Dec 17, 2010",0
"Dec 18, 2010",0
"Dec 19, 2010",0
"Dec 20, 2010",50
"Dec 21, 2010",0
"Dec 22, 2010",53
"Dec 23, 2010",57
"Dec 24, 2010",0
"Dec 25, 2010",0
"Dec 26, 2010",0
"Dec 27, 2010",0
"Dec 28, 2010",54
"Dec 29, 2010",0
"Dec 30, 2010",0
"Dec 31, 2010",0
"Jan 1, 2011",0
"Jan 2, 2011",0
"Jan 3, 2011",0
"Jan 4, 2011",40
"Jan 5, 2011",0
"Jan 6, 2011",41
"Jan 7, 2011",0
"Jan 8, 2011",0
"Jan 9, 2011",0
"Jan 10, 2011",0
"Jan 11, 2011",0
"Jan 12, 2011",39
"Jan 13, 2011",0
"Jan 14, 2011",0
"Jan 15, 2011",0
"Jan 16, 2011",0
"Jan 17, 2011",42
"Jan 18, 2011",39
"Jan 19, 2011",0
"Jan 20, 2011",0
"Jan 21, 2011",40
"Jan 22, 2011",0
"Jan 23, 2011",0
"Jan 24, 2011",0
"Jan 25, 2011",39
"Jan 26, 2011",0
"Jan 27, 2011",0
"Jan 28, 2011",0
"Jan 29, 2011",49
"Jan 30, 2011",0
"Jan 31, 2011",0
"Feb 1, 2011",72
"Feb 2, 2011",0
"Feb 3, 2011",0
"Feb 4, 2011",39
"Feb 5, 2011",0
"Feb 6, 2011",0
"Feb 7, 2011",0
"Feb 8, 2011",0
"Feb 9, 2011",0
"Feb 10, 2011",0
"Feb 11, 2011",41
"Feb 12, 2011",0
"Feb 13, 2011",0
"Feb 14, 2011",0
"Feb 15, 2011",0
"Feb 16, 2011",38
"Feb 17, 2011",0
"Feb 18, 2011",40
"Feb 19, 2011",0
"Feb 20, 2011",51
"Feb 21, 2011",0
"Feb 22, 2011",0
