Date,GT_SearchIndex
"Nov 24 – 30, 2013",17
"Dec 1 – 7, 2013",15
"Dec 8 – 14, 2013",15
"Dec 15 – 21, 2013",0
"Dec 22 – 28, 2013",0
"Dec 29, 2013 – Jan 4, 2014",0
"Jan 5 – 11, 2014",0
"Jan 12 – 18, 2014",15
"Jan 19 – 25, 2014",31
"Jan 26 – Feb 1, 2014",30
"Feb 2 – 8, 2014",16
"Feb 9 – 15, 2014",15
"Feb 16 – 22, 2014",30
"Feb 23 – Mar 1, 2014",15
"Mar 2 – 8, 2014",30
"Mar 9 – 15, 2014",0
"Mar 16 – 22, 2014",15
"Mar 23 – 29, 2014",0
"Mar 30 – Apr 5, 2014",30
"Apr 6 – 12, 2014",0
"Apr 13 – 19, 2014",15
"Apr 20 – 26, 2014",16
"Apr 27 – May 3, 2014",0
"May 4 – 10, 2014",0
"May 11 – 17, 2014",16
"May 18 – 24, 2014",17
"May 25 – 31, 2014",19
"Jun 1 – 7, 2014",18
"Jun 8 – 14, 2014",18
"Jun 15 – 21, 2014",37
"Jun 22 – 28, 2014",19
"Jun 29 – Jul 5, 2014",19
"Jul 6 – 12, 2014",18
"Jul 13 – 19, 2014",18
"Jul 20 – 26, 2014",18
"Jul 27 – Aug 2, 2014",18
"Aug 3 – 9, 2014",19
"Aug 10 – 16, 2014",18
"Aug 17 – 23, 2014",0
"Aug 24 – 30, 2014",0
"Aug 31 – Sep 6, 2014",17
"Sep 7 – 13, 2014",17
"Sep 14 – 20, 2014",17
"Sep 21 – 27, 2014",26
"Sep 28 – Oct 4, 2014",17
"Oct 5 – 11, 2014",17
"Oct 12 – 18, 2014",17
"Oct 19 – 25, 2014",0
"Oct 26 – Nov 1, 2014",0
"Nov 2 – 8, 2014",17
"Nov 9 – 15, 2014",17
"Nov 16 – 22, 2014",17
"Nov 23 – 29, 2014",18
"Nov 30 – Dec 6, 2014",16
"Dec 7 – 13, 2014",16
"Dec 14 – 20, 2014",0
"Dec 21 – 27, 2014",0
"Dec 28, 2014 – Jan 3, 2015",19
"Jan 4 – 10, 2015",17
"Jan 11 – 17, 2015",33
"Jan 18 – 24, 2015",0
"Jan 25 – 31, 2015",16
"Feb 1 – 7, 2015",0
"Feb 8 – 14, 2015",16
"Feb 15 – 21, 2015",0
"Feb 22 – 28, 2015",0
"Mar 1 – 7, 2015",16
"Mar 8 – 14, 2015",16
"Mar 15 – 21, 2015",17
"Mar 22 – 28, 2015",18
"Mar 29 – Apr 4, 2015",0
"Apr 5 – 11, 2015",0
"Apr 12 – 18, 2015",17
"Apr 19 – 25, 2015",0
"Apr 26 – May 2, 2015",0
"May 3 – 9, 2015",17
"May 10 – 16, 2015",0
"May 17 – 23, 2015",18
"May 24 – 30, 2015",37
"May 31 – Jun 6, 2015",36
"Jun 7 – 13, 2015",36
"Jun 14 – 20, 2015",18
"Jun 21 – 27, 2015",0
"Jun 28 – Jul 4, 2015",19
"Jul 5 – 11, 2015",18
"Jul 12 – 18, 2015",18
"Jul 19 – 25, 2015",0
"Jul 26 – Aug 1, 2015",18
"Aug 2 – 8, 2015",0
"Aug 9 – 15, 2015",0
"Aug 16 – 22, 2015",0
"Aug 23 – 29, 2015",35
"Aug 30 – Sep 5, 2015",0
"Sep 6 – 12, 2015",17
"Sep 13 – 19, 2015",17
"Sep 20 – 26, 2015",17
"Sep 27 – Oct 3, 2015",16
"Oct 4 – 10, 2015",0
"Oct 11 – 17, 2015",33
"Oct 18 – 24, 2015",0
"Oct 25 – 31, 2015",0
"Nov 1 – 7, 2015",0
"Nov 8 – 14, 2015",16
"Nov 15 – 21, 2015",0
"Nov 22 – 28, 2015",0
"Nov 29 – Dec 5, 2015",0
"Dec 6 – 12, 2015",0
"Dec 13 – 19, 2015",16
"Dec 20 – 26, 2015",28
"Dec 27, 2015 – Jan 2, 2016",17
"Jan 3 – 9, 2016",0
"Jan 10 – 16, 2016",13
"Jan 17 – 23, 2016",27
"Jan 24 – 30, 2016",13
"Jan 31 – Feb 6, 2016",0
"Feb 7 – 13, 2016",13
"Feb 14 – 20, 2016",26
"Feb 21 – 27, 2016",13
"Feb 28 – Mar 5, 2016",0
"Mar 6 – 12, 2016",26
"Mar 13 – 19, 2016",13
"Mar 20 – 26, 2016",13
"Mar 27 – Apr 2, 2016",0
"Apr 3 – 9, 2016",13
"Apr 10 – 16, 2016",13
"Apr 17 – 23, 2016",13
"Apr 24 – 30, 2016",0
"May 1 – 7, 2016",0
"May 8 – 14, 2016",0
